episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status
0,34.0,6.525299936454286,0.863218100310243,25.998524261788734,15.0,1.4,10,0.5,False,True,19.842843490020257,23,17.709159380834848,1605233311.7240355,in_progress
0,35.0,6.617792692125376,0.9409248764917088,32.11419853612427,15.0,1.4,10,0.5,False,True,20.64251828314659,24,17.709159380834848,1605233311.7916224,in_progress
0,36.0,6.685470405875891,1.0103843283713014,37.115328358809904,10.0,2.2,6,0.5,False,True,21.269127363548687,25,17.709159380834848,1605233311.8587344,in_progress
0,37.0,6.753710435153065,1.0949182270822198,42.69813973424045,10.0,2.2,6,0.1,False,True,21.85709550573258,26,17.709159380834848,1605233311.92569,in_progress
0,38.0,6.813745741964252,1.18342438798258,47.83667979396034,15.0,1.4,10,0.1,False,True,22.600845668039078,27,17.709159380834848,1605233311.9930017,in_progress
0,39.0,6.871038421595752,1.2886908945248365,53.9351734611803,15.0,1.4,10,0.1,False,True,23.556385402664684,28,17.709159380834848,1605233312.063217,in_progress
0,40.0,6.911564143670908,1.387176293279245,59.376898875304704,15.0,1.4,10,0.1,False,True,24.356980604147914,29,17.709159380834848,1605233312.128139,in_progress
0,41.0,6.941113944948276,1.4871018969862726,64.91455955242064,20.0,1.4,12,0.1,False,True,25.125469183935984,30,17.709159380834848,1605233312.193504,in_progress
0,42.0,6.959026758134714,1.5777382588530227,69.82693369864532,20.0,1.4,12,0.1,False,False,25.841105497391894,31,17.709159380834848,1605233312.2646978,in_progress
0,43.0,6.969794203737457,1.6867512628465786,75.56810785284395,20.0,1.4,12,0.1,False,False,26.809612075140027,32,17.709159380834848,1605233312.3277135,in_progress
0,44.0,6.970782627972488,1.7765273407477835,80.2210882478977,30.0,1.1,14,0.1,False,False,27.658928248603377,33,17.709159380834848,1605233312.3947227,in_progress
0,45.0,6.9615410557102795,1.8619013957010968,85.45069607633137,30.0,1.1,14,0.1,False,False,28.300643298982752,33,17.709159380834848,1605233312.4623504,in_progress
0,46.0,6.941404027663063,1.9463996166057527,91.44849655694328,30.0,1.1,14,0.1,False,False,28.99339499534274,34,17.709159380834848,1605233312.5265532,in_progress
0,47.0,6.918205595406643,2.0169985817845233,96.27107640154716,30.0,1.1,14,0.1,False,False,29.412974926398128,35,17.709159380834848,1605233312.5928748,in_progress
0,48.0,6.891873390164092,2.0798946217745735,100.60055619615149,30.0,1.1,14,0.1,False,False,30.0574237408477,35,17.709159380834848,1605233312.6604993,in_progress
0,49.0,6.849751915463663,2.1544342530625706,106.6081430222734,30.0,1.1,14,0.1,False,False,30.810884670553847,36,17.709159380834848,1605233312.7270827,in_progress
0,50.0,6.811886974197976,2.2091081121153473,111.32409831427012,30.0,1.1,14,0.1,False,False,31.186052462313143,37,17.709159380834848,1605233312.7931964,in_progress
0,51.0,6.759167627891575,2.2719654206555058,117.12043668992983,30.0,1.1,14,0.1,False,False,31.86382163694465,38,17.709159380834848,1605233312.859863,in_progress
0,52.0,6.7075495239175815,2.319595520528631,122.55099947600146,20.0,1.4,12,0.1,False,False,32.46762757317194,38,17.709159380834848,1605233312.9268532,in_progress
0,53.0,6.637802290315259,2.369111984143931,129.70237853584575,20.0,1.4,12,0.1,False,False,33.19347646747558,39,17.709159380834848,1605233312.9934669,in_progress
0,54.0,6.5688401104625385,2.403343511984972,136.69629370187963,20.0,1.4,12,0.1,False,False,33.62776582002116,40,17.709159380834848,1605233313.1423082,in_progress
0,55.0,6.386440961815756,2.457226024566773,152.66701849362613,10.0,2.2,6,0.1,False,False,35.206245059488595,42,17.709159380834848,1605233313.1559265,in_progress
0,56.0,6.386440961815756,2.457226024566773,152.66701849362613,5.0,2.5,4,0.1,False,False,35.206245059488595,42,17.709159380834848,1605233313.242074,in_progress
0,57.0,6.24466468684924,2.4708780176136176,163.23798883444707,0.0,3.0,1,0.1,False,False,36.236054804746054,43,17.709159380834848,1605233313.2650466,in_progress
0,58.0,6.220674031664734,2.4716515626074633,164.8106446853396,-5.0,2.5,5,0.1,False,False,36.371505448613995,43,17.709159380834848,1605233313.329046,in_progress
0,59.0,6.106572634954991,2.471357223314255,171.12340317908965,-10.0,2.0,8,0.1,False,False,37.09417071089579,44,17.709159380834848,1605233313.398734,in_progress
0,60.0,5.986746052441247,2.4666303291563194,175.86648997112326,-15.0,1.4,11,0.1,False,False,37.82285542228916,45,17.709159380834848,1605233313.462088,in_progress
0,61.0,5.87496098456581,2.464016389375515,178.4265219995159,-15.0,1.4,11,0.1,False,False,38.45496356277033,45,17.709159380834848,1605233313.5297236,in_progress
0,62.0,5.76031984352249,2.461512075300657,179.63034389226928,-20.0,1.1,13,0.1,False,False,39.10098161327438,46,17.709159380834848,1605233313.5955374,in_progress
0,63.0,5.671679292586954,2.464106953803078,179.19512819600664,-20.0,1.1,13,0.1,False,False,39.601384073336035,47,17.709159380834848,1605233313.664165,in_progress
0,64.0,5.577989035318466,2.4722708800516786,177.71321816717636,-20.0,1.1,13,0.1,False,False,40.12292446004347,47,17.709159380834848,1605233313.7308125,in_progress
0,65.0,5.488155022335823,2.4869289932656957,175.32451519368286,-20.0,1.1,13,0.1,False,False,40.6298875572083,48,17.709159380834848,1605233313.7974927,in_progress
0,66.0,5.410026760820857,2.50579414126524,172.55117524379816,-20.0,1.1,13,0.1,False,True,41.07100322364727,48,17.709159380834848,1605233313.8649812,in_progress
0,67.0,5.329028236696469,2.530880007256614,169.43791570406734,-20.0,1.1,13,0.1,False,True,41.55022369035519,49,17.709159380834848,1605233313.933031,in_progress
0,68.0,5.253032194371504,2.5630241120776485,165.5701909973313,-20.0,1.1,13,0.1,False,True,41.97551889378252,50,17.709159380834848,1605233313.9993992,in_progress
0,69.0,5.183612583100553,2.5980882728932833,161.88683780548092,-10.0,2.0,8,0.5,False,True,42.360030302679796,50,17.709159380834848,1605233314.063506,in_progress
0,70.0,5.119721314496972,2.636213095859004,158.19661563959934,0.0,3.0,1,0.5,False,True,42.70092689851614,50,17.709159380834848,1605233314.131329,in_progress
0,71.0,5.02619382785889,2.6974177709483977,153.53250299644506,0.0,2.8,2,1.0,False,True,43.20521923655781,51,17.709159380834848,1605233314.1979866,in_progress
0,72.0,4.935524395560056,2.763371730848886,149.49245168720793,0.0,3.0,1,1.0,False,True,43.73870538984924,52,17.709159380834848,1605233314.2639244,in_progress
0,73.0,4.84686159368937,2.834382216475896,145.92095377617778,0.0,3.0,1,1.0,False,True,44.31380727132438,52,17.709159380834848,1605233314.3319488,in_progress
0,74.0,4.745034254326479,2.923091416379544,142.46447952950845,0.0,3.0,1,0.5,False,True,45.07732061453137,53,17.709159380834848,1605233314.4609532,in_progress
0,75.0,4.431474240994853,3.2287492713235504,135.8185018057743,0.0,3.0,1,0.5,False,True,47.86313143506884,56,17.709159380834848,1605233314.5140336,in_progress
0,76.0,4.395276319784663,3.2676847012540673,135.08974833465444,0.0,2.8,2,0.5,False,True,48.16332647170437,57,17.709159380834848,1605233314.5328522,in_progress
0,77.0,4.358958183417701,3.306537351861933,134.56540842264798,0.0,2.8,2,0.5,False,True,48.523663829916586,57,17.709159380834848,1605233314.5994859,in_progress
0,78.0,4.242216363933673,3.4341053673373474,133.3407524892833,0.0,2.8,2,0.5,False,True,49.5115161334381,58,17.709159380834848,1605233314.6654608,in_progress
0,79.0,4.113037195799017,3.5879628271405757,131.15595944473478,0.0,3.0,1,0.5,False,True,50.63769463918651,60,17.709159380834848,1605233314.7330682,in_progress
0,80.0,4.004770282479922,3.7242617233936968,129.4783804400574,0.0,3.0,1,0.5,False,True,51.62145004855855,61,17.709159380834848,1605233314.8007824,in_progress
0,81.0,3.8821192367073785,3.88206657309651,128.4608142812493,15.0,1.8,9,0.5,False,True,52.74983527330156,62,17.709159380834848,1605233314.867394,in_progress
0,82.0,3.7632859801504255,4.025745155828341,129.23095313301846,20.0,1.4,12,0.5,False,True,53.80204916431649,64,17.709159380834848,1605233314.9340925,in_progress
0,83.0,3.6419051442500474,4.156945314350947,131.36530844164994,30.0,1.1,14,0.5,False,True,54.81218811954318,65,17.709159380834848,1605233315.000855,in_progress
0,84.0,3.5223758245661045,4.266120846716863,134.9018431600402,30.0,1.1,14,0.5,False,True,55.717161788224224,66,17.709159380834848,1605233315.0672593,in_progress
0,85.0,3.4063826214752893,4.357024149468628,138.5658799968981,30.0,1.1,14,0.5,False,True,56.45291957347902,67,17.709159380834848,1605233315.136033,in_progress
0,86.0,3.2832202983703938,4.438259543418477,142.7950929125302,30.0,1.1,14,0.5,False,True,57.17768541059306,67,17.709159380834848,1605233315.2023487,in_progress
0,87.0,3.1743098135563317,4.495891061398101,147.06703027335007,30.0,1.1,14,0.5,False,True,57.81914554555107,68,17.709159380834848,1605233315.2694945,in_progress
0,88.0,3.0838137796910425,4.534863106412332,150.6433957882851,30.0,1.1,14,0.5,False,True,58.374950970802445,69,17.709159380834848,1605233315.33375,in_progress
0,89.0,2.9860521151444925,4.5647638763108,155.50097205946432,30.0,1.1,14,0.5,False,True,58.82774546939462,69,17.709159380834848,1605233315.4006233,in_progress
0,90.0,2.8989390477192725,4.579557439118504,160.5204020833167,30.0,1.1,14,0.5,False,True,59.32651338364673,70,17.709159380834848,1605233315.469028,in_progress
0,91.0,2.815848309513767,4.588797732529587,164.68549095337053,20.0,1.4,12,0.5,False,True,59.67652281783483,71,17.709159380834848,1605233315.5356188,in_progress
0,92.0,2.7345329309056243,4.587270462006948,169.80555159956646,15.0,1.4,10,0.5,False,True,60.1691526904258,71,17.709159380834848,1605233315.603062,in_progress
0,93.0,2.6406025862986353,4.5740310919980915,176.28705678662047,0.0,3.0,1,0.5,False,True,60.6982875739338,72,17.709159380834848,1605233315.669044,in_progress
0,94.0,2.546911293518212,4.552802597079613,-177.73925725907316,0.0,2.8,2,1.0,False,True,61.22102143561112,72,17.709159380834848,1605233315.7342637,in_progress
0,95.0,2.461016959193729,4.524406048199769,-172.17191055813632,-5.0,2.5,5,1.0,False,True,61.70573000299488,73,17.709159380834848,1605233315.8062887,in_progress
0,96.0,2.3339736917451734,4.472025569885449,-165.09736491941385,-10.0,2.0,8,1.0,False,True,62.42785773998223,74,17.709159380834848,1605233315.8707008,in_progress
0,97.0,2.2203131404467453,4.423302169361754,-161.33731349704115,-15.0,1.4,11,1.0,False,True,63.07809036773033,74,17.709159380834848,1605233315.9397435,in_progress
0,98.0,2.1072756037861504,4.377304413806478,-159.8687195926408,-20.0,1.1,13,0.5,False,True,63.72078760185208,75,17.709159380834848,1605233316.0043032,in_progress
0,99.0,1.9994625943138478,4.339272530148705,-160.14600958388098,-20.0,1.1,13,0.5,False,True,64.33517644521501,76,17.709159380834848,1605233316.0738664,in_progress
0,100.0,1.9006442303642799,4.309033240310688,-161.2528312023237,-20.0,1.1,13,0.5,False,True,64.89781637428469,77,17.709159380834848,1605233316.137539,in_progress
0,101.0,1.80471645998173,4.2891762345362086,-163.8732614189158,-5.0,2.5,5,0.5,False,True,65.44828245394245,77,17.709159380834848,1605233316.2049923,in_progress
0,102.0,1.7233550350726714,4.275277531465234,-166.01314126565575,5.0,2.5,4,0.1,False,True,65.91004248498463,78,17.709159380834848,1605233316.2720015,in_progress
0,103.0,1.6086101667917905,4.254368792216589,-167.5155024395499,10.0,2.2,6,0.1,False,True,66.57170605872422,79,17.709159380834848,1605233316.3401327,in_progress
0,104.0,1.4807240374995345,4.222893050950203,-166.94711605775956,20.0,1.4,12,0.1,False,True,67.34046131467124,79,17.709159380834848,1605233316.4076076,in_progress
0,105.0,1.3612499927728274,4.183462582043629,-164.597774943746,30.0,1.1,14,0.1,False,True,68.32735876719696,81,17.709159380834848,1605233316.475744,in_progress
0,106.0,1.2698095243036944,4.14040702266335,-160.88256529264024,30.0,1.1,14,0.1,False,True,69.25126924632468,82,17.709159380834848,1605233316.5426128,in_progress
0,107.0,1.1789814441967894,4.083726032983601,-155.6850276855283,30.0,1.1,14,0.1,False,True,70.10507537261286,83,17.709159380834848,1605233316.6089046,in_progress
0,108.0,1.1125236489040926,4.028731278840425,-150.60853410448942,30.0,1.1,14,0.1,False,True,70.79137809577016,84,17.709159380834848,1605233316.6741374,in_progress
0,109.0,1.0450788239283155,3.9569442294376587,-144.2731188710319,30.0,1.1,14,0.1,False,True,71.54220700841772,84,17.709159380834848,1605233316.7405417,in_progress
0,110.0,1.0025033833955788,3.9002096301129487,-139.41833846442125,30.0,1.1,14,0.1,False,True,71.94219193592431,85,17.709159380834848,1605233316.8059182,in_progress
0,111.0,0.9553566660042981,3.826987806720497,-133.9563748727271,30.0,1.1,14,0.1,False,True,72.65906881676823,86,17.709159380834848,1605233316.8725123,in_progress
0,112.0,0.9220688070845382,3.767379844330368,-130.04371670569572,30.0,1.1,14,0.1,False,True,73.26027032406623,86,17.709159380834848,1605233316.942779,in_progress
0,113.0,0.8859042610538983,3.680531694401726,-123.97574905504145,30.0,1.1,14,0.5,False,True,73.94951461690995,87,17.709159380834848,1605233317.0079834,in_progress
0,114.0,0.8589584663913046,3.5957323811325113,-118.54429507027852,30.0,1.1,14,0.5,False,True,74.43480804105714,88,17.709159380834848,1605233317.074102,in_progress
0,115.0,0.8434255422333988,3.534789555798854,-115.02969791412451,30.0,1.1,14,0.5,False,True,74.8572399026456,88,17.709159380834848,1605233317.1430187,in_progress
0,116.0,0.8316982250236203,3.4521547486118136,-109.65609527377781,20.0,1.4,12,0.5,False,True,75.31983255770317,89,17.709159380834848,1605233317.2080054,in_progress
0,117.0,0.8282223838582693,3.3701127190597604,-104.27341095688628,20.0,1.4,12,0.5,False,True,75.83832043331299,89,17.709159380834848,1605233317.2747412,in_progress
0,118.0,0.8379861990848599,3.2877076785291157,-97.67860170390914,10.0,2.0,7,0.5,False,True,76.36038497546961,90,17.709159380834848,1605233317.3405771,in_progress
0,119.0,0.859560384415819,3.1987980851929603,-90.35322556665243,5.0,2.5,4,0.5,False,True,76.87700841241777,91,17.709159380834848,1605233317.4080937,in_progress
0,120.0,0.894655808305004,3.098175954291309,-82.53642160779506,-5.0,2.5,5,0.5,False,True,77.49808812378986,91,17.709159380834848,1605233317.4747784,in_progress
0,121.0,0.9451966903111167,2.987324276283212,-75.05450120668311,-10.0,2.0,8,0.5,False,True,78.15706905686768,92,17.709159380834848,1605233317.5427823,in_progress
0,122.0,0.9920258628351069,2.889971044667821,-70.8259360852642,-15.0,1.4,11,0.5,False,True,78.75456276117974,93,17.709159380834848,1605233317.6112113,in_progress
0,123.0,1.0547820748599597,2.7583741205084844,-67.66502423898008,-20.0,1.1,13,0.5,False,True,79.53178799891244,94,17.709159380834848,1605233317.6761663,in_progress
0,124.0,1.092666995335822,2.66543441036926,-67.75066622465309,-20.0,1.1,13,0.1,False,True,80.07638443952733,94,17.709159380834848,1605233317.7423153,in_progress
0,125.0,1.1305655418903857,2.5602740145200555,-68.81139550427619,-20.0,1.1,13,0.1,False,True,80.70157288567354,95,17.709159380834848,1605233317.8083098,in_progress
0,126.0,1.1559270208302828,2.4721616805685214,-70.59592975682722,-20.0,1.1,13,0.1,False,True,81.21783430010873,96,17.709159380834848,1605233317.875959,in_progress
0,127.0,1.1739944422172852,2.3850558400134334,-73.17046244870625,-20.0,1.1,13,0.1,False,True,81.72010105070864,96,17.709159380834848,1605233317.9443104,in_progress
0,128.0,1.1860497880857075,2.3034145432778637,-75.84384367915506,-15.0,1.4,11,0.1,False,True,82.18533657941151,97,17.709159380834848,1605233318.0126557,in_progress
0,129.0,1.1908258886387955,2.2149025420063433,-79.52880895088721,-10.0,2.0,8,0.1,False,True,82.68025731623158,98,17.709159380834848,1605233318.077517,in_progress
0,130.0,1.1921979626505421,2.1201625534424577,-82.93415256411777,-5.0,2.5,5,0.5,False,True,83.2057149920576,98,17.709159380834848,1605233318.1430213,in_progress
0,131.0,1.1908558738508532,2.0310706224877904,-85.63991499613397,0.0,2.8,2,0.5,False,True,83.69679362691996,99,17.709159380834848,1605233318.2101986,in_progress
0,132.0,1.1902100526183088,1.8986486491990666,-87.76490571108891,5.0,2.5,4,0.5,False,True,84.42801553626512,100,17.709159380834848,1605233318.2780278,in_progress
0,133.0,1.1959517113945142,1.7620573753562463,-87.67641175957742,15.0,1.4,10,0.5,False,True,85.19024477458582,101,17.709159380834848,1605233318.3454268,in_progress
0,134.0,1.2084777737427983,1.6335514587779656,-86.3069572412133,20.0,1.4,12,0.5,False,True,85.9165804775168,101,17.709159380834848,1605233318.4135349,in_progress
0,135.0,1.2336144574612997,1.502213415938476,-82.91405147639318,30.0,1.1,14,0.5,False,True,86.67531959092307,102,17.709159380834848,1605233318.4808345,in_progress
0,136.0,1.2597772722095402,1.4178000137024467,-79.56031201488746,30.0,1.1,14,0.5,False,True,87.17246517233312,103,17.709159380834848,1605233318.5465286,in_progress
0,137.0,1.3041135490160367,1.3186703706563616,-74.00817589236166,30.0,1.1,14,0.5,False,True,87.82308886818595,104,17.709159380834848,1605233318.6123655,in_progress
0,138.0,1.3423424780924782,1.2514107256324833,-69.93380035395218,30.0,1.1,14,0.5,False,True,88.32039028011798,104,17.709159380834848,1605233318.680195,in_progress
0,139.0,1.4056612306493859,1.1702083039382714,-63.13386835699039,30.0,1.1,14,0.5,False,True,89.11846102989188,105,17.709159380834848,1605233318.747839,in_progress
0,140.0,1.4609880715473493,1.1138853989811797,-57.796923069676296,30.0,1.1,14,0.5,False,True,89.55877597399204,106,17.709159380834848,1605233318.8167539,in_progress
0,141.0,1.5260208983847918,1.0581600734375747,-52.28544458528532,30.0,1.1,14,0.1,False,True,90.16072654205323,106,17.709159380834848,1605233318.881937,in_progress
0,142.0,1.5871985167036642,1.0156550006402094,-47.27446036031887,20.0,1.4,12,0.1,False,True,90.99503657380679,107,17.709159380834848,1605233318.9476752,in_progress
0,143.0,1.6655478353785036,0.973577293807614,-40.92515671454685,20.0,1.4,12,0.1,False,True,91.68791231269867,108,17.709159380834848,1605233319.0148137,in_progress
0,144.0,1.751035188794883,0.9410045834514198,-34.07868201320813,15.0,1.4,10,0.1,False,True,92.20408613412833,109,17.709159380834848,1605233319.079003,in_progress
0,145.0,1.8406771946689489,0.9181122482605727,-27.240157217786948,10.0,2.2,6,0.1,False,True,92.86092554742521,110,17.709159380834848,1605233319.1462064,in_progress
0,146.0,1.9298117579477698,0.9021540793483692,-21.34083518446786,5.0,2.5,4,0.1,False,True,93.4463567130036,110,17.709159380834848,1605233319.213928,in_progress
0,147.0,2.0468050516579734,0.8902015413902907,-14.80798314992118,0.0,2.8,2,0.1,False,True,94.18190475128141,111,17.709159380834848,1605233319.2832634,in_progress
0,148.0,2.1811253053056854,0.8808845999805848,-9.731083312941633,-5.0,2.5,5,0.1,False,True,95.01490947471093,112,17.709159380834848,1605233319.3485186,in_progress
0,149.0,2.326444556352285,0.876110631988802,-5.850285976480055,-5.0,2.5,5,0.1,False,True,95.89886594281947,113,17.709159380834848,1605233319.415825,in_progress
0,150.0,2.457740059379275,0.8757900425501852,-3.1951532903923003,-10.0,2.0,8,0.1,False,True,96.6356763222523,114,17.709159380834848,1605233319.4831173,in_progress
0,151.0,2.6152167555315855,0.875420648371263,-1.5653045905592209,-10.0,2.0,8,0.1,False,True,97.5070201299199,115,17.709159380834848,1605233319.546966,in_progress
0,152.0,2.7480177786993076,0.8736205506253242,-1.2191285460310761,-10.0,2.0,8,0.1,False,True,98.25666871666942,116,17.709159380834848,1605233319.613306,in_progress
0,153.0,2.8858769766515264,0.8690640198225029,-1.5270209710381575,0.0,3.0,1,0.5,False,True,99.0180678271407,117,17.709159380834848,1605233319.6804874,in_progress
0,154.0,3.0330457324598563,0.8639098099176273,-1.798648131701795,0.0,3.0,1,0.5,False,True,99.8456290504676,118,17.709159380834848,1605233319.74712,in_progress
0,155.0,3.201699366592457,0.859775698728962,-1.6435860778425047,0.0,3.0,1,0.5,True,True,100,1,17.709159380834848,1605233319.8146164,lap_complete
1,1.0,2.7003428529501643,0.6799350923486747,0.2671943586768839,-5.0,2.5,5,1.0,False,True,-2.029660294986712,116,17.709159380834848,1605233320.4992185,in_progress
1,2.0,2.70066371848147,0.6798945213094716,0.2526874737653479,0.0,2.8,2,1.0,False,True,-2.0278522484996557,116,17.709159380834848,1605233320.5507405,in_progress
1,3.0,2.7075632075668388,0.6789384599767601,-0.1060782901210956,0.0,2.8,2,1.0,False,True,-1.9889816989252154,116,17.709159380834848,1605233320.617391,in_progress
1,4.0,2.725022210760445,0.6775591407577989,-0.42275713166263357,0.0,2.8,2,1.0,False,True,-1.890528547050522,116,17.709159380834848,1605233320.686711,in_progress
1,5.0,2.7636063711423806,0.6776195362594004,-0.38038365233422283,0.0,2.8,2,1.0,False,True,-1.6721689656471739,116,17.709159380834848,1605233320.7530172,in_progress
1,6.0,2.811040376517216,0.6777698217603098,-0.29498544805127586,0.0,2.8,2,1.0,False,True,-1.4043190033950594,116,17.709159380834848,1605233320.8183362,in_progress
1,7.0,2.8722546668995506,0.677826237387525,-0.23227613621450902,0.0,2.8,2,1.0,False,True,-1.0586544940700122,117,17.709159380834848,1605233320.885949,in_progress
1,8.0,2.9589060639632323,0.6783180933953133,-0.07672533580301104,0.0,2.8,2,1.0,False,True,-0.5692604400310017,117,17.709159380834848,1605233320.951943,in_progress
1,9.0,3.0519351934077728,0.6783894528211033,-0.05884894864549166,0.0,2.8,2,1.0,False,True,-0.043948803712311246,118,17.709159380834848,1605233321.0191302,in_progress
1,10.0,3.1540066635500286,0.6773536051722047,-0.28614343025294214,0.0,2.8,2,1.0,False,True,0.5322427279627974,1,17.709159380834848,1605233321.0855632,in_progress
1,11.0,3.284869481663567,0.6767578586518985,-0.3413522016576058,0.0,2.8,2,1.0,False,True,1.271245460317652,2,17.709159380834848,1605233321.1499014,in_progress
1,12.0,3.4234935040853403,0.6775612928639391,-0.04734688088236499,0.0,2.8,2,1.0,False,True,2.054075266145938,2,17.709159380834848,1605233321.217511,in_progress
1,13.0,3.572858012226315,0.6803259358087682,0.45862882702629254,0.0,2.8,2,1.0,False,True,2.8975075322595125,3,17.709159380834848,1605233321.2883554,in_progress
1,14.0,3.740093333274426,0.6851237584580799,1.143302460286727,0.0,2.8,2,1.0,False,True,3.8418616189414023,5,17.709159380834848,1605233321.352683,in_progress
